date,category,region,units_sold,stock_available,avg_price,promotion_flag
2024-03-13,Instant Food,North,267,2027,4.558571428571429,1
2024-03-13,Instant Food,South,215,1926,5.269166666666667,0
2024-03-13,Instant Food,West,298,2383,4.613333333333333,1
2024-03-13,Snacks,North,260,2213,6.101875,1
2024-03-13,Snacks,South,293,2662,4.834375,1
2024-03-13,Snacks,West,255,2145,4.587857142857144,1
2024-03-14,Beverages,North,48,407,3.473333333333333,1
2024-03-14,Beverages,South,50,500,5.653333333333333,1
2024-03-14,Beverages,West,51,400,5.9,1
2024-03-14,Dairy,North,993,7531,5.44938775510204,1
2024-03-14,Dairy,South,971,6978,5.443181818181818,1
2024-03-14,Dairy,West,1004,7304,5.369555555555555,1
2024-03-14,Instant Food,North,263,1955,4.734615384615385,1
2024-03-14,Instant Food,South,281,1916,6.127692307692308,1
2024-03-14,Instant Food,West,206,1306,5.64875,1
2024-03-14,Snacks,North,322,2785,5.3775,1
2024-03-14,Snacks,South,317,2689,5.335,1
2024-03-14,Snacks,West,275,2407,5.3950000000000005,1
2024-03-15,Beverages,North,32,465,5.546666666666667,0
2024-03-15,Beverages,South,35,445,6.746666666666667,0
2024-03-15,Beverages,West,63,433,4.45,1
2024-03-15,Dairy,North,997,7908,5.616734693877552,1
2024-03-15,Dairy,South,876,6430,5.14860465116279,1
2024-03-15,Dairy,West,994,7060,5.069302325581395,1
2024-03-15,Instant Food,North,258,1967,4.8500000000000005,1
2024-03-15,Instant Food,South,309,1980,5.429090909090909,1
2024-03-15,Instant Food,West,280,1895,4.75,1
2024-03-15,Snacks,North,274,2343,6.22625,1
2024-03-15,Snacks,South,239,2302,4.601333333333333,1
2024-03-15,Snacks,West,231,1990,4.846923076923077,1
2024-03-16,Beverages,North,74,508,5.75,1
2024-03-16,Beverages,South,35,163,5.48,1
2024-03-16,Beverages,West,63,518,3.445,0
2024-03-16,Dairy,North,941,7625,4.964347826086956,1
2024-03-16,Dairy,South,879,5883,5.52325,1
2024-03-16,Dairy,West,1080,7156,4.774130434782609,1
2024-03-16,Instant Food,North,233,1648,5.993333333333333,1
2024-03-16,Instant Food,South,259,2061,6.362307692307693,1
2024-03-16,Instant Food,West,271,1969,4.431538461538461,1
2024-03-16,Snacks,North,202,1918,4.651666666666666,1
2024-03-16,Snacks,South,292,2643,5.051176470588236,1
2024-03-16,Snacks,West,381,3064,4.859375,1
2024-03-17,Beverages,North,35,414,3.533333333333333,0
2024-03-17,Beverages,South,25,326,5.99,1
2024-03-17,Beverages,West,34,550,5.743333333333333,0
2024-03-17,Dairy,North,1058,6935,4.666046511627908,1
2024-03-17,Dairy,South,781,6617,5.541555555555556,1
2024-03-17,Dairy,West,1094,7947,5.4,1
2024-03-17,Instant Food,North,298,2151,4.94,1
2024-03-17,Instant Food,South,226,1861,5.030769230769232,1
2024-03-17,Instant Food,West,266,2374,4.302142857142857,0
2024-03-17,Snacks,North,242,2148,6.181333333333333,1
2024-03-17,Snacks,South,245,2243,5.232,1
2024-03-17,Snacks,West,285,2972,5.664117647058824,1
2024-03-18,Beverages,North,59,555,5.506666666666667,0
2024-03-18,Beverages,South,41,410,5.043333333333333,0
2024-03-18,Beverages,West,46,413,6.02,1
2024-03-18,Dairy,North,1212,8678,5.46576923076923,1
2024-03-18,Dairy,South,986,6541,4.999333333333333,1
2024-03-18,Dairy,West,858,6760,5.115116279069767,1
2024-03-18,Instant Food,North,325,2297,5.996153846153846,1
2024-03-18,Instant Food,South,322,1847,5.661538461538461,1
2024-03-18,Instant Food,West,329,2318,5.359285714285714,1
2024-03-18,Snacks,North,263,2547,5.267142857142857,1
2024-03-18,Snacks,South,219,2288,3.5715384615384616,0
2024-03-18,Snacks,West,219,2220,4.28,1
2024-03-19,Beverages,North,28,321,6.285,0
2024-03-19,Beverages,South,34,329,3.846666666666666,0
2024-03-19,Beverages,West,27,287,4.0,0
2024-03-19,Dairy,North,964,6760,4.990444444444444,1
2024-03-19,Dairy,South,851,6181,5.154999999999999,1
2024-03-19,Dairy,West,924,6569,5.438541666666667,1
2024-03-19,Instant Food,North,247,2062,4.696428571428571,1
2024-03-19,Instant Food,South,316,1897,5.259230769230769,1
2024-03-19,Instant Food,West,268,2045,5.520769230769231,1
2024-03-19,Snacks,North,175,2012,5.202857142857143,1
2024-03-19,Snacks,South,276,2192,5.3373333333333335,1
2024-03-19,Snacks,West,308,2569,4.515,1
2024-03-20,Beverages,North,51,711,8.11,0
2024-03-20,Beverages,South,40,271,7.48,1
2024-03-20,Beverages,West,57,570,5.72,0
2024-03-20,Dairy,North,1118,7375,5.367906976744186,1
2024-03-20,Dairy,South,820,5773,5.135526315789474,1
2024-03-20,Dairy,West,722,5646,5.3578947368421055,1
2024-03-20,Instant Food,North,276,2290,5.26,0
2024-03-20,Instant Food,South,158,1301,5.691111111111111,1
2024-03-20,Instant Food,West,225,1463,5.176363636363636,1
2024-03-20,Snacks,North,247,2446,4.8,1
2024-03-20,Snacks,South,303,2712,5.675625,1
2024-03-20,Snacks,West,321,2825,5.161666666666666,1
2024-03-21,Beverages,North,26,348,5.265000000000001,0
2024-03-21,Beverages,South,36,535,6.773333333333333,0
2024-03-21,Beverages,West,94,533,5.38,1
2024-03-21,Dairy,North,898,6680,5.015,1
2024-03-21,Dairy,South,954,7350,5.922340425531916,1
2024-03-21,Dairy,West,881,6998,5.010851063829787,1
2024-03-21,Instant Food,North,255,1745,5.1675,1
2024-03-21,Instant Food,South,231,2155,4.949285714285715,0
2024-03-21,Instant Food,West,260,1853,5.2069230769230765,1
2024-03-21,Snacks,North,333,3070,5.886111111111111,1
2024-03-21,Snacks,South,322,2945,5.26235294117647,1
2024-03-21,Snacks,West,221,2513,4.8175,0
2024-03-22,Beverages,North,59,574,4.946666666666666,0
2024-03-22,Beverages,South,36,333,4.316666666666666,1
2024-03-22,Beverages,West,64,612,3.713333333333333,1
2024-03-22,Dairy,North,954,7081,5.284,1
2024-03-22,Dairy,South,968,6908,5.117317073170732,1
2024-03-22,Dairy,West,1217,8499,4.9902,1
2024-03-22,Instant Food,North,364,2423,5.625333333333333,1
2024-03-22,Instant Food,South,269,2068,5.481428571428572,1
2024-03-22,Instant Food,West,241,1877,5.096666666666667,1
2024-03-22,Snacks,North,340,2761,5.39,1
2024-03-22,Snacks,South,343,3023,4.603888888888889,1
2024-03-22,Snacks,West,263,2431,5.303125,1
2024-03-23,Beverages,North,46,493,6.166666666666667,0
2024-03-23,Beverages,South,71,459,4.525,1
2024-03-23,Beverages,West,30,272,5.6,1
2024-03-23,Dairy,North,978,7213,5.499555555555555,1
2024-03-23,Dairy,South,994,7668,5.72,1
2024-03-23,Dairy,West,964,7646,5.486808510638298,1
2024-03-23,Instant Food,North,329,2369,5.207142857142857,1
2024-03-23,Instant Food,South,303,2193,5.914166666666667,1
2024-03-23,Instant Food,West,320,2234,4.650714285714286,1
2024-03-23,Snacks,North,225,2112,4.814285714285715,1
2024-03-23,Snacks,South,242,2378,5.0633333333333335,1
2024-03-23,Snacks,West,251,2328,5.059375,1
2024-03-24,Beverages,North,29,323,2.975,1
2024-03-24,Beverages,South,60,489,4.989999999999999,1
2024-03-24,Beverages,West,28,295,7.065,1
2024-03-24,Dairy,North,985,7071,5.20195652173913,1
2024-03-24,Dairy,South,1035,7333,5.554,1
2024-03-24,Dairy,West,1108,7308,5.01608695652174,1
2024-03-24,Instant Food,North,251,1903,5.888333333333333,1
2024-03-24,Instant Food,South,408,2625,5.664,1
2024-03-24,Instant Food,West,280,2321,5.514285714285714,0
2024-03-24,Snacks,North,203,1844,5.59,1
2024-03-24,Snacks,South,221,2105,5.836666666666667,1
2024-03-24,Snacks,West,302,2494,5.369285714285715,1
2024-03-25,Beverages,North,18,239,5.98,0
2024-03-25,Beverages,South,96,715,3.86,1
2024-03-25,Beverages,West,28,454,5.743333333333333,0
2024-03-25,Dairy,North,1080,8229,5.2128,1
2024-03-25,Dairy,South,999,7128,5.300434782608695,1
2024-03-25,Dairy,West,1029,6688,5.641162790697674,1
2024-03-25,Instant Food,North,224,1766,4.780833333333333,0
2024-03-25,Instant Food,South,229,1848,4.573846153846154,0
2024-03-25,Instant Food,West,242,1863,5.248461538461539,1
2024-03-25,Snacks,North,277,2771,5.367647058823529,1
2024-03-25,Snacks,South,216,2242,4.386428571428572,1
2024-03-25,Snacks,West,291,2827,5.040625,1
2024-03-26,Beverages,North,25,336,4.49,0
2024-03-26,Beverages,South,35,439,5.95,0
2024-03-26,Beverages,West,22,235,4.8,0
2024-03-26,Dairy,North,1100,7032,4.857555555555556,1
2024-03-26,Dairy,South,962,7382,5.269782608695652,1
2024-03-26,Dairy,West,1042,7785,5.618695652173913,1
2024-03-26,Instant Food,North,356,1859,5.53076923076923,1
2024-03-26,Instant Food,South,280,2042,5.787692307692307,1
2024-03-26,Instant Food,West,237,2060,4.754615384615385,0
2024-03-26,Snacks,North,394,2999,5.884375,1
2024-03-26,Snacks,South,293,2647,5.347857142857143,1
2024-03-26,Snacks,West,282,2532,4.674117647058824,1
2024-03-27,Beverages,North,27,372,5.933333333333334,0
2024-03-27,Beverages,South,43,472,5.936666666666667,0
2024-03-27,Beverages,West,29,335,4.09,0
2024-03-27,Dairy,North,998,7119,5.120434782608696,1
2024-03-27,Dairy,South,982,7517,5.120434782608696,1
2024-03-27,Dairy,West,996,7429,5.601739130434782,1
2024-03-27,Instant Food,North,211,1842,4.866428571428571,1
2024-03-27,Instant Food,South,313,1970,5.278333333333333,1
2024-03-27,Instant Food,West,260,1936,6.0746153846153845,1
2024-03-27,Snacks,North,272,2264,5.117333333333334,1
2024-03-27,Snacks,South,308,2817,4.73125,1
2024-03-27,Snacks,West,359,2958,5.482352941176471,1
2024-03-28,Beverages,North,58,431,4.430000000000001,1
2024-03-28,Beverages,South,43,525,4.739999999999999,0
2024-03-28,Beverages,West,31,297,3.9033333333333338,0
2024-03-28,Dairy,North,891,6853,5.1410638297872335,1
2024-03-28,Dairy,South,1078,8225,5.111875,1
2024-03-28,Dairy,West,1140,7097,5.215208333333334,1
2024-03-28,Instant Food,North,213,1612,4.392727272727273,0
2024-03-28,Instant Food,South,262,1545,5.216,1
2024-03-28,Instant Food,West,368,2811,4.632000000000001,0
2024-03-28,Snacks,North,268,2793,5.837058823529412,1
2024-03-28,Snacks,South,279,2822,5.62235294117647,0
2024-03-28,Snacks,West,201,2123,5.347857142857143,0
2024-03-29,Beverages,North,60,660,6.1000000000000005,0
2024-03-29,Beverages,South,60,333,8.69,1
2024-03-29,Beverages,West,39,476,5.95,0
2024-03-29,Dairy,North,986,7260,6.198478260869565,1
2024-03-29,Dairy,South,1058,7619,5.723333333333334,1
2024-03-29,Dairy,West,958,7110,4.9887500000000005,1
2024-03-29,Instant Food,North,273,1676,5.091818181818182,1
2024-03-29,Instant Food,South,291,1875,4.0175,1
2024-03-29,Instant Food,West,280,1971,4.67,1
2024-03-29,Snacks,North,271,2761,4.92125,0
2024-03-29,Snacks,South,244,2400,4.958125,1
2024-03-29,Snacks,West,277,2501,4.47125,1
2024-03-30,Beverages,North,74,487,5.596666666666667,1
2024-03-30,Beverages,South,43,474,7.04,1
2024-03-30,Beverages,West,45,349,5.08,1
2024-03-30,Dairy,North,969,7149,4.933333333333334,1
2024-03-30,Dairy,South,872,7007,4.883255813953488,1
2024-03-30,Dairy,West,888,6747,5.389772727272727,1
2024-03-30,Instant Food,North,311,2318,5.455,1
2024-03-30,Instant Food,South,240,1849,5.233076923076923,1
2024-03-30,Instant Food,West,167,1518,4.404999999999999,0
2024-03-30,Snacks,North,269,2594,4.955,1
2024-03-30,Snacks,South,220,2397,3.774,1
2024-03-30,Snacks,West,254,2714,4.443529411764707,1
2024-03-31,Beverages,North,34,359,4.866666666666667,0
2024-03-31,Beverages,South,59,606,6.303333333333334,0
2024-03-31,Beverages,West,38,369,4.786666666666666,0
2024-03-31,Dairy,North,939,7072,5.346521739130435,1
2024-03-31,Dairy,South,1055,6995,5.522272727272727,1
2024-03-31,Dairy,West,864,6824,5.405454545454545,1
2024-03-31,Instant Food,North,274,2369,3.915,0
2024-03-31,Instant Food,South,328,2130,5.517142857142857,1
2024-03-31,Instant Food,West,232,1798,5.71,1
2024-03-31,Snacks,North,333,3016,5.623888888888889,1
2024-03-31,Snacks,South,284,2759,4.698,1
2024-03-31,Snacks,West,216,2200,4.757857142857143,1
2024-04-01,Beverages,North,56,507,4.1433333333333335,1
2024-04-01,Beverages,South,22,180,5.93,0
2024-04-01,Beverages,West,43,226,4.555,1
2024-04-01,Dairy,North,1126,7683,5.060652173913043,1
2024-04-01,Dairy,South,1120,7303,5.384222222222222,1
2024-04-01,Dairy,West,1090,7356,4.5128260869565215,1
2024-04-01,Instant Food,North,251,1946,4.728461538461539,1
2024-04-01,Instant Food,South,243,1980,5.748333333333334,1
2024-04-01,Instant Food,West,229,1944,5.494166666666668,1
2024-04-01,Snacks,North,322,2527,4.998125,1
2024-04-01,Snacks,South,320,2735,5.87625,1
2024-04-01,Snacks,West,303,2504,5.801333333333333,1
2024-04-02,Beverages,North,46,467,4.2700000000000005,0
2024-04-02,Beverages,South,50,501,6.886666666666667,1
2024-04-02,Beverages,West,49,468,6.006666666666667,0
2024-04-02,Dairy,North,1028,6791,5.035,1
2024-04-02,Dairy,South,942,7037,5.008260869565217,1
2024-04-02,Dairy,West,1143,6822,5.18139534883721,1
2024-04-02,Instant Food,North,351,2514,5.912000000000001,1
2024-04-02,Instant Food,South,280,2319,4.315714285714286,0
2024-04-02,Instant Food,West,241,1999,5.929166666666667,1
2024-04-02,Snacks,North,278,2579,4.60625,1
2024-04-02,Snacks,South,221,1907,4.849230769230769,1
2024-04-02,Snacks,West,267,2221,5.303333333333333,1
2024-04-03,Beverages,North,32,326,5.433333333333334,0
2024-04-03,Beverages,South,74,594,4.886666666666667,0
2024-04-03,Beverages,West,51,363,5.470000000000001,1
2024-04-03,Dairy,North,1099,7085,5.568372093023256,1
2024-04-03,Dairy,South,996,7028,5.4979545454545455,1
2024-04-03,Dairy,West,1085,7079,4.2250000000000005,1
2024-04-03,Instant Food,North,240,1799,4.912727272727273,1
2024-04-03,Instant Food,South,204,1802,6.305,1
2024-04-03,Instant Food,West,259,1823,6.404166666666666,1
2024-04-03,Snacks,North,265,2506,5.535,1
2024-04-03,Snacks,South,226,1961,5.127857142857143,1
2024-04-03,Snacks,West,279,2449,5.238125,1
2024-04-04,Beverages,North,57,588,5.213333333333334,0
2024-04-04,Beverages,South,31,323,6.88,0
2024-04-04,Beverages,West,35,335,3.9466666666666663,0
2024-04-04,Dairy,North,1118,7508,5.665869565217391,1
2024-04-04,Dairy,South,1120,7340,5.640625,1
2024-04-04,Dairy,West,1123,7387,5.281818181818182,1
2024-04-04,Instant Food,North,210,1650,4.987272727272727,1
2024-04-04,Instant Food,South,174,1491,5.732727272727273,1
2024-04-04,Instant Food,West,173,1320,5.489,1
2024-04-04,Snacks,North,360,2555,5.194705882352942,1
2024-04-04,Snacks,South,238,2132,5.652857142857143,1
2024-04-04,Snacks,West,256,2365,4.605882352941176,1
2024-04-05,Beverages,North,30,279,4.260000000000001,0
2024-04-05,Beverages,South,60,542,5.44,0
2024-04-05,Beverages,West,31,346,5.91,0
2024-04-05,Dairy,North,868,6758,4.747142857142857,1
2024-04-05,Dairy,South,926,6590,5.235238095238096,1
2024-04-05,Dairy,West,913,6607,5.104222222222222,1
2024-04-05,Instant Food,North,248,1637,5.015454545454546,1
2024-04-05,Instant Food,South,182,1565,6.2425,1
2024-04-05,Instant Food,West,333,2388,5.272,1
2024-04-05,Snacks,North,333,2337,6.21625,1
2024-04-05,Snacks,South,255,2151,5.297857142857143,1
2024-04-05,Snacks,West,288,2556,4.282666666666667,0
2024-04-06,Beverages,North,54,441,7.27,1
2024-04-06,Beverages,West,50,490,3.42,0
2024-04-06,Dairy,North,1082,7262,4.9812765957446805,1
2024-04-06,Dairy,South,1041,7928,4.824791666666667,1
2024-04-06,Dairy,West,1191,7791,4.6565306122448975,1
2024-04-06,Instant Food,North,264,1925,5.133846153846154,1
2024-04-06,Instant Food,South,272,2248,5.714,1
2024-04-06,Instant Food,West,228,1819,4.748,1
2024-04-06,Snacks,North,266,2640,4.524705882352941,0
2024-04-06,Snacks,South,263,2231,4.62375,1
2024-04-06,Snacks,West,330,2649,4.913125,1
2024-04-07,Beverages,North,54,429,1.8066666666666664,1
2024-04-07,Beverages,South,46,450,7.805,0
2024-04-07,Beverages,West,26,329,5.32,0
2024-04-07,Dairy,North,1001,7373,4.872340425531915,1
2024-04-07,Dairy,South,1102,7601,5.477755102040817,1
2024-04-07,Dairy,West,1171,7670,5.303,1
2024-04-07,Instant Food,North,265,2171,5.448666666666667,0
2024-04-07,Instant Food,South,275,2005,5.483846153846154,1
2024-04-07,Instant Food,West,218,1876,5.026666666666666,1
2024-04-07,Snacks,North,284,2445,4.678,1
2024-04-07,Snacks,South,353,2725,5.679444444444445,1
2024-04-07,Snacks,West,273,1929,5.23,1
2024-04-08,Beverages,North,45,373,5.82,0
2024-04-08,Beverages,South,57,485,3.43,1
2024-04-08,Beverages,West,23,312,2.22,0
2024-04-08,Dairy,North,1063,6858,4.9138636363636365,1
2024-04-08,Dairy,South,921,6228,5.262105263157895,1
2024-04-08,Dairy,West,944,7014,4.936222222222222,1
2024-04-08,Instant Food,North,266,2033,4.659166666666667,1
2024-04-08,Instant Food,South,246,1901,6.228333333333333,1
2024-04-08,Instant Food,West,165,1648,4.690833333333333,0
2024-04-08,Snacks,North,302,2660,5.566470588235294,1
2024-04-08,Snacks,South,281,2493,5.758666666666667,1
2024-04-08,Snacks,West,317,2667,5.303529411764706,1
2024-04-09,Beverages,North,75,457,3.97,1
2024-04-09,Beverages,South,43,391,4.073333333333333,1
2024-04-09,Beverages,West,30,250,6.78,1
2024-04-09,Dairy,North,965,7310,4.496304347826087,1
2024-04-09,Dairy,South,1164,7233,5.257391304347826,1
2024-04-09,Dairy,West,999,7372,5.483488372093023,1
2024-04-09,Instant Food,North,225,1663,5.65,1
2024-04-09,Instant Food,South,235,1847,4.920833333333333,1
2024-04-09,Instant Food,West,202,1639,5.871666666666666,1
2024-04-09,Snacks,North,274,2613,4.94625,1
2024-04-09,Snacks,South,241,2443,6.15,0
2024-04-09,Snacks,West,255,2330,4.5725,1
2024-04-10,Beverages,North,38,435,7.32,0
2024-04-10,Beverages,South,50,480,4.623333333333334,0
2024-04-10,Beverages,West,39,304,4.205,1
2024-04-10,Dairy,North,985,7197,5.32936170212766,1
2024-04-10,Dairy,South,1055,6438,4.66,1
2024-04-10,Dairy,West,908,6233,5.579047619047619,1
2024-04-10,Instant Food,North,229,1909,5.525833333333334,1
2024-04-10,Instant Food,South,244,1846,4.292,1
2024-04-10,Instant Food,West,285,2003,6.180000000000001,1
2024-04-10,Snacks,North,205,1951,6.062142857142858,1
2024-04-10,Snacks,South,317,2756,5.38625,1
2024-04-10,Snacks,West,262,2483,5.618125,1
2024-04-11,Beverages,North,36,509,5.233333333333333,0
2024-04-11,Beverages,South,51,515,5.073333333333333,0
2024-04-11,Beverages,West,55,507,3.533333333333333,1
2024-04-11,Dairy,North,996,7192,5.799777777777778,1
2024-04-11,Dairy,South,1212,7753,5.024166666666667,1
2024-04-11,Dairy,West,961,6496,5.55,1
2024-04-11,Instant Food,North,186,1484,5.498181818181818,1
2024-04-11,Instant Food,South,302,2136,5.1033333333333335,1
2024-04-11,Instant Food,West,235,1662,4.636363636363637,1
2024-04-11,Snacks,North,350,2984,5.3217647058823525,1
2024-04-11,Snacks,South,336,2804,5.378235294117648,1
2024-04-11,Snacks,West,326,2884,5.086470588235294,1
2024-04-12,Beverages,North,29,269,5.79,0
2024-04-12,Beverages,South,58,365,6.533333333333334,1
2024-04-12,Beverages,West,49,501,4.1000000000000005,0
2024-04-12,Dairy,North,951,6818,4.949761904761904,1
2024-04-12,Dairy,South,1059,7407,5.675348837209302,1
2024-04-12,Dairy,West,981,6920,5.269555555555556,1
2024-04-12,Instant Food,North,278,2184,5.068461538461539,1
2024-04-12,Instant Food,South,272,2062,5.895384615384615,1
2024-04-12,Instant Food,West,198,1559,5.851,0
2024-04-12,Snacks,North,339,2787,5.222777777777778,1
2024-04-12,Snacks,South,271,2116,4.4825,1
2024-04-12,Snacks,West,223,2160,4.808666666666666,0
2024-04-13,Beverages,North,45,379,5.109999999999999,0
2024-04-13,Beverages,South,34,400,5.4,0
2024-04-13,Beverages,West,32,378,3.335,0
2024-04-13,Dairy,North,1218,8057,5.2208163265306125,1
2024-04-13,Dairy,South,982,6992,5.244545454545454,1
2024-04-13,Dairy,West,897,6393,5.175681818181818,1
2024-04-13,Instant Food,North,256,2063,4.140769230769231,1
2024-04-13,Instant Food,South,215,1477,5.961666666666666,1
2024-04-13,Instant Food,West,229,1875,4.946923076923077,1
2024-04-13,Snacks,North,209,2149,6.064285714285715,0
2024-04-13,Snacks,South,318,2416,4.424375,1
2024-04-13,Snacks,West,237,2309,4.18,1
2024-04-14,Beverages,North,62,494,4.16,0
2024-04-14,Beverages,South,34,361,6.593333333333333,0
2024-04-14,Beverages,West,20,164,6.785,0
2024-04-14,Dairy,North,1021,7478,5.54375,1
2024-04-14,Dairy,South,875,6272,4.821590909090909,1
2024-04-14,Dairy,West,920,6992,5.267674418604651,1
2024-04-14,Instant Food,North,297,2329,5.702307692307692,1
2024-04-14,Instant Food,South,194,1706,5.327272727272727,1
2024-04-14,Instant Food,West,304,2183,5.730714285714286,1
2024-04-14,Snacks,North,263,2391,5.734999999999999,1
2024-04-14,Snacks,South,260,2273,5.083333333333333,1
2024-04-14,Snacks,West,287,2271,4.352,1
2024-04-15,Beverages,South,40,342,7.08,0
2024-04-15,Beverages,West,67,460,4.11,1
2024-04-15,Dairy,North,1102,7785,5.764680851063829,1
2024-04-15,Dairy,South,1130,7428,5.097872340425532,1
2024-04-15,Dairy,West,912,6886,5.277111111111111,1
2024-04-15,Instant Food,North,267,2280,4.968461538461539,1
2024-04-15,Instant Food,South,288,2446,6.792857142857144,1
2024-04-15,Instant Food,West,270,2124,6.076153846153845,1
2024-04-15,Snacks,North,206,1892,5.995,1
2024-04-15,Snacks,South,251,2306,5.995384615384615,1
2024-04-15,Snacks,West,302,2648,5.465555555555556,1
2024-04-16,Beverages,North,73,645,4.14,0
2024-04-16,Beverages,South,40,344,5.783333333333334,0
2024-04-16,Beverages,West,36,183,6.985,1
2024-04-16,Dairy,North,895,6529,4.9745,1
2024-04-16,Dairy,South,1042,7046,6.082391304347826,1
2024-04-16,Dairy,West,963,7304,4.816170212765957,1
2024-04-16,Instant Food,North,272,2225,5.3100000000000005,1
2024-04-16,Instant Food,South,258,2144,5.772307692307693,1
2024-04-16,Instant Food,West,370,2578,5.511333333333334,1
2024-04-16,Snacks,North,282,2119,4.344615384615385,1
2024-04-16,Snacks,South,249,2243,5.829375,1
2024-04-16,Snacks,West,279,2365,6.592666666666667,1
2024-04-17,Beverages,North,58,507,5.996666666666667,0
2024-04-17,Beverages,South,34,333,8.385,0
2024-04-17,Beverages,West,55,450,6.123333333333334,1
2024-04-17,Dairy,North,1106,7547,5.593333333333334,1
2024-04-17,Dairy,South,1062,6577,4.595777777777778,1
2024-04-17,Dairy,West,874,6693,5.212790697674419,1
2024-04-17,Instant Food,North,373,2615,5.098666666666667,1
2024-04-17,Instant Food,South,230,2033,5.796,1
2024-04-17,Instant Food,West,314,2269,5.052142857142857,1
2024-04-17,Snacks,North,194,2127,5.757142857142857,0
2024-04-17,Snacks,South,264,2460,5.77125,1
2024-04-17,Snacks,West,288,2258,5.900625,1
2024-04-18,Beverages,North,64,597,5.013333333333333,0
2024-04-18,Beverages,South,38,245,5.335,1
2024-04-18,Beverages,West,32,247,5.775,1
2024-04-18,Dairy,North,962,7098,5.328085106382979,1
2024-04-18,Dairy,South,967,6800,5.295,1
2024-04-18,Dairy,West,874,6846,5.383720930232558,1
2024-04-18,Instant Food,North,316,2242,5.086666666666667,1
2024-04-18,Instant Food,South,243,1852,4.296666666666667,1
2024-04-18,Instant Food,West,275,2203,5.486666666666666,1
2024-04-18,Snacks,North,312,2604,5.8525,1
2024-04-18,Snacks,South,265,2245,4.8075,1
2024-04-18,Snacks,West,364,2650,5.006875,1
2024-04-19,Beverages,North,44,524,6.196666666666666,0
2024-04-19,Beverages,South,23,247,6.76,0
2024-04-19,Beverages,West,67,656,5.69,0
2024-04-19,Dairy,North,1165,7799,4.982340425531914,1
2024-04-19,Dairy,South,1062,7797,5.4818,1
2024-04-19,Dairy,West,1028,6643,5.546888888888889,1
2024-04-19,Instant Food,North,246,1701,5.0375000000000005,1
2024-04-19,Instant Food,South,237,2033,6.116923076923077,0
2024-04-19,Instant Food,West,336,2488,5.311428571428571,1
2024-04-19,Snacks,North,269,2527,4.8613333333333335,1
2024-04-19,Snacks,South,239,2284,5.326,1
2024-04-19,Snacks,West,198,1899,5.134375,1
2024-04-20,Beverages,North,52,505,5.786666666666666,0
2024-04-20,Beverages,South,45,404,6.725,0
2024-04-20,Beverages,West,49,293,4.9,1
2024-04-20,Dairy,North,985,7852,4.859183673469388,1
2024-04-20,Dairy,South,1096,7312,5.5360000000000005,1
2024-04-20,Dairy,West,961,7101,5.607555555555556,1
2024-04-20,Instant Food,North,250,1861,5.2125,1
2024-04-20,Instant Food,South,217,1700,4.572,1
2024-04-20,Instant Food,West,237,2017,4.825,1
2024-04-20,Snacks,North,290,2384,4.95875,1
2024-04-20,Snacks,South,202,1772,5.002142857142857,1
2024-04-20,Snacks,West,359,2829,5.255,1
2024-04-21,Beverages,North,47,477,4.933333333333333,0
2024-04-21,Beverages,South,14,196,3.99,0
2024-04-21,Beverages,West,66,493,3.615,1
2024-04-21,Dairy,North,915,6299,4.913658536585366,1
2024-04-21,Dairy,South,1165,7368,5.2352083333333335,1
2024-04-21,Dairy,West,1164,8500,5.013333333333334,1
2024-04-21,Instant Food,North,211,1779,5.755384615384615,1
2024-04-21,Instant Food,South,213,1850,5.025384615384615,1
2024-04-21,Instant Food,West,176,1474,6.35,1
2024-04-21,Snacks,North,256,2541,5.059375,1
2024-04-21,Snacks,South,320,2718,6.46,1
2024-04-21,Snacks,West,217,2497,5.188666666666666,1
2024-04-22,Beverages,North,23,267,5.605,0
2024-04-22,Beverages,South,41,379,5.773333333333333,1
2024-04-22,Beverages,West,23,282,4.973333333333334,0
2024-04-22,Dairy,North,984,6407,5.9575,1
2024-04-22,Dairy,South,901,6483,5.539285714285715,1
2024-04-22,Dairy,West,1025,7339,4.788888888888889,1
2024-04-22,Instant Food,North,230,1959,5.772307692307693,1
2024-04-22,Instant Food,South,193,1549,4.756666666666667,1
2024-04-22,Instant Food,West,243,2088,5.2846153846153845,1
2024-04-22,Snacks,North,309,3104,5.584117647058824,1
2024-04-22,Snacks,South,201,1867,5.437692307692307,1
2024-04-22,Snacks,West,270,2335,5.570625,1
2024-04-23,Beverages,North,49,350,3.915,1
2024-04-23,Beverages,South,32,324,6.045,0
2024-04-23,Beverages,West,28,292,4.295,0
2024-04-23,Dairy,North,1208,7371,4.868863636363636,1
2024-04-23,Dairy,South,1099,7526,4.993913043478261,1
2024-04-23,Dairy,West,1102,7376,5.5269047619047615,1
2024-04-23,Instant Food,North,240,2123,4.567142857142858,1
2024-04-23,Instant Food,South,243,1854,5.185,1
2024-04-23,Instant Food,West,256,2249,4.9366666666666665,1
2024-04-23,Snacks,North,272,2499,5.1937500000000005,0
2024-04-23,Snacks,South,231,2052,4.374285714285714,1
2024-04-23,Snacks,West,309,2375,5.859285714285714,1
2024-04-24,Beverages,North,53,530,5.39,0
2024-04-24,Beverages,South,32,244,5.18,1
2024-04-24,Beverages,West,30,270,5.705,0
2024-04-24,Dairy,North,1212,7777,5.121041666666667,1
